danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_pop,artist,genres,track_pop,song_name,release_date
0.719,0.804,10,-4.581,1,0.0355,0.0132,0.00000302,0.139,0.605,119.999,audio_features,55qBw1900pZKfXJ6Q9A2Lc,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,https://api.spotify.com/v1/tracks/55qBw1900pZKfXJ6Q9A2Lc,https://api.spotify.com/v1/audio-analysis/55qBw1900pZKfXJ6Q9A2Lc,227760,4,83,Katy Perry,dance_pop pop,66,Teenage Dream,2012-03-12
0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4,87,Bruno Mars,dance_pop pop,82,Just the Way You Are,2010-10-05
0.767,0.824,7,-4.558,0,0.0479,0.174,0,0.357,0.623,129.96,audio_features,2MIqLCofYbazo7rXz5RErV,spotify:track:2MIqLCofYbazo7rXz5RErV,https://api.spotify.com/v1/tracks/2MIqLCofYbazo7rXz5RErV,https://api.spotify.com/v1/audio-analysis/2MIqLCofYbazo7rXz5RErV,214760,4,69,Mike Posner,dance_pop edm pop pop_rap,51,Cooler Than Me - Single Mix,2010-04-05
0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,audio_features,5OiLJ8tjUPFiPX2gVM8fxJ,spotify:track:5OiLJ8tjUPFiPX2gVM8fxJ,https://api.spotify.com/v1/tracks/5OiLJ8tjUPFiPX2gVM8fxJ,https://api.spotify.com/v1/audio-analysis/5OiLJ8tjUPFiPX2gVM8fxJ,257560,4,80,Black Eyed Peas,dance_pop pop pop_rap,0,Imma Be,2009-01-01
0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920,4,82,JAY-Z,east_coast_hip_hop hip_hop rap,82,Empire State Of Mind,2009-09-08
0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800,4,78,Usher,atl_hip_hop contemporary_r&b dance_pop pop r&b south_carolina_hip_hop urban_contemporary,78,DJ Got Us Fallin' In Love (feat. Pitbull),2010-03-30
0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,audio_features,2M9ULmQwTaTGmAdXaXpfz5,spotify:track:2M9ULmQwTaTGmAdXaXpfz5,https://api.spotify.com/v1/tracks/2M9ULmQwTaTGmAdXaXpfz5,https://api.spotify.com/v1/audio-analysis/2M9ULmQwTaTGmAdXaXpfz5,211160,4,60,Travie McCoy,pop_rap,71,Billionaire (feat. Bruno Mars),2010-03-09
0.855,0.954,0,-1.19,0,0.264,0.529,0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5,90,Eminem,detroit_hip_hop hip_hop rap,80,Not Afraid,2010-06-18
0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,audio_features,5vlEg2fT4cFWAqU5QptIpQ,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/tracks/5vlEg2fT4cFWAqU5QptIpQ,https://api.spotify.com/v1/audio-analysis/5vlEg2fT4cFWAqU5QptIpQ,182307,4,63,Iyaz,dance_pop pop_rap post-teen_pop,72,Replay,2009-08-11
0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,audio_features,0pBMFlAy7mQeUMQKaN4y8x,spotify:track:0pBMFlAy7mQeUMQKaN4y8x,https://api.spotify.com/v1/tracks/0pBMFlAy7mQeUMQKaN4y8x,https://api.spotify.com/v1/audio-analysis/0pBMFlAy7mQeUMQKaN4y8x,195853,4,88,David Guetta,big_room dance_pop edm pop pop_dance,46,Sexy Bitch (feat. Akon),2011-08-05
0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,audio_features,38xWaVFKaxZlMFvzNff2aW,spotify:track:38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/tracks/38xWaVFKaxZlMFvzNff2aW,https://api.spotify.com/v1/audio-analysis/38xWaVFKaxZlMFvzNff2aW,261427,4,72,The Script,celtic_rock neo_mellow pop pop_rock,68,Breakeven,2008-09-08
0.826,0.612,1,-3.891,1,0.0982,0.00681,0,0.0889,0.756,120.057,audio_features,6vc2Jq2vaGu8z326kSrw92,spotify:track:6vc2Jq2vaGu8z326kSrw92,https://api.spotify.com/v1/tracks/6vc2Jq2vaGu8z326kSrw92,https://api.spotify.com/v1/audio-analysis/6vc2Jq2vaGu8z326kSrw92,187133,4,75,Kesha,dance_pop pop post-teen_pop,69,Your Love Is My Drug,2010-01-01
0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,audio_features,4vp2J1l5RD4gMZwGFLfRAu,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/tracks/4vp2J1l5RD4gMZwGFLfRAu,https://api.spotify.com/v1/audio-analysis/4vp2J1l5RD4gMZwGFLfRAu,289133,4,80,Black Eyed Peas,dance_pop pop pop_rap,7,I Gotta Feeling,2009-01-01
0.57,0.65,3,-6.831,1,0.0389,0.0357,0,0.123,0.441,90.023,audio_features,3z9RppC428EaPSCtD49alh,spotify:track:3z9RppC428EaPSCtD49alh,https://api.spotify.com/v1/tracks/3z9RppC428EaPSCtD49alh,https://api.spotify.com/v1/audio-analysis/3z9RppC428EaPSCtD49alh,228747,4,68,Owl City,indietronica pop pop_rock post-teen_pop,20,Fireflies,2009-01-01
0.724,0.87,1,-3.614,0,0.113,0.00453,0,0.833,0.81,93.01,audio_features,2fQ6sBFWaLv2Gxos4igHLy,spotify:track:2fQ6sBFWaLv2Gxos4igHLy,https://api.spotify.com/v1/tracks/2fQ6sBFWaLv2Gxos4igHLy,https://api.spotify.com/v1/audio-analysis/2fQ6sBFWaLv2Gxos4igHLy,207547,4,69,Trey Songz,dance_pop pop r&b southern_hip_hop urban_contemporary,61,Say Aah (feat. Fabolous),2009-08-31
0.627,0.614,6,-6.006,0,0.17,0.0211,0,0.0286,0.758,96.038,audio_features,4BycRneKmOs6MhYG9THsuX,spotify:track:4BycRneKmOs6MhYG9THsuX,https://api.spotify.com/v1/tracks/4BycRneKmOs6MhYG9THsuX,https://api.spotify.com/v1/audio-analysis/4BycRneKmOs6MhYG9THsuX,208947,4,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,65,Find Your Love,2010-01-01
0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,audio_features,1HHeOs6zRdF8Ck58easiAY,spotify:track:1HHeOs6zRdF8Ck58easiAY,https://api.spotify.com/v1/tracks/1HHeOs6zRdF8Ck58easiAY,https://api.spotify.com/v1/audio-analysis/1HHeOs6zRdF8Ck58easiAY,274213,4,84,Lady Gaga,art_pop dance_pop pop,72,Alejandro,2009-11-05
0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,audio_features,7ksYJ95P5vP87A0GH34CIk,spotify:track:7ksYJ95P5vP87A0GH34CIk,https://api.spotify.com/v1/tracks/7ksYJ95P5vP87A0GH34CIk,https://api.spotify.com/v1/audio-analysis/7ksYJ95P5vP87A0GH34CIk,215747,4,78,Jason Derulo,dance_pop edm pop pop_rap post-teen_pop,55,Ridin' Solo,2010-03-01
0.531,0.752,1,-6.161,1,0.0305,0.0421,0,0.12,0.103,89.917,audio_features,3ZdJffjzJWFimSQyxgGIxN,spotify:track:3ZdJffjzJWFimSQyxgGIxN,https://api.spotify.com/v1/tracks/3ZdJffjzJWFimSQyxgGIxN,https://api.spotify.com/v1/audio-analysis/3ZdJffjzJWFimSQyxgGIxN,237800,4,73,Nelly,dance_pop gangster_rap hip_hop pop_rap southern_hip_hop st_louis_rap urban_contemporary,74,Just A Dream,2010-11-12
0.785,0.498,1,-6.977,1,0.0533,0.00248,0.00000123,0.224,0.418,143.96,audio_features,1WtTLtofvcjQM3sXSMkDdX,spotify:track:1WtTLtofvcjQM3sXSMkDdX,https://api.spotify.com/v1/tracks/1WtTLtofvcjQM3sXSMkDdX,https://api.spotify.com/v1/audio-analysis/1WtTLtofvcjQM3sXSMkDdX,201587,4,75,Ludacris,atl_hip_hop dance_pop dirty_south_rap hip_hop old_school_atlanta_hip_hop pop_rap rap southern_hip_hop,62,How Low,2010-01-01
0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,audio_features,4DvhkX2ic4zWkQeWMwQ2qf,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/tracks/4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf,216893,4,64,Far East Movement,asian_american_hip_hop dance_pop edm pop_rap,69,Like A G6,2010-01-01
0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,audio_features,2DHc2e5bBn4UzY0ENVFrUl,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,https://api.spotify.com/v1/tracks/2DHc2e5bBn4UzY0ENVFrUl,https://api.spotify.com/v1/audio-analysis/2DHc2e5bBn4UzY0ENVFrUl,232467,5,75,Timbaland,dance_pop hip_hop pop pop_rap urban_contemporary,67,Carry Out (Featuring Justin Timberlake),2009-01-01
0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,audio_features,4fIWvT19w9PR0VVBuPYpWA,spotify:track:4fIWvT19w9PR0VVBuPYpWA,https://api.spotify.com/v1/tracks/4fIWvT19w9PR0VVBuPYpWA,https://api.spotify.com/v1/audio-analysis/4fIWvT19w9PR0VVBuPYpWA,244587,4,79,Michael Bublé,adult_standards canadian_pop jazz_pop lounge,71,Haven't Met You Yet,2009-10-06
0.623,0.882,0,-2.574,1,0.0322,0.0205,0,0.194,0.525,127.98,audio_features,0xcl9XT60Siji6CSG4y6nb,spotify:track:0xcl9XT60Siji6CSG4y6nb,https://api.spotify.com/v1/tracks/0xcl9XT60Siji6CSG4y6nb,https://api.spotify.com/v1/audio-analysis/0xcl9XT60Siji6CSG4y6nb,232616,4,76,Flo Rida,dance_pop edm miami_hip_hop pop pop_rap,57,Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,2010-06-28
0.657,0.695,2,-4.493,1,0.0321,0.0108,0,0.0822,0.683,65.997,audio_features,7LP4Es66zdY7CyjepqmvAg,spotify:track:7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/tracks/7LP4Es66zdY7CyjepqmvAg,https://api.spotify.com/v1/audio-analysis/7LP4Es66zdY7CyjepqmvAg,212107,4,64,Jay Sean,dance_pop pop_rap post-teen_pop urban_contemporary,1,Down,2009-01-01
0.674,0.882,3,-2.771,0,0.0477,0.000441,0.0000647,0.068,0.682,123.016,audio_features,6lUY6MoqGgPnA27PHYxem5,spotify:track:6lUY6MoqGgPnA27PHYxem5,https://api.spotify.com/v1/tracks/6lUY6MoqGgPnA27PHYxem5,https://api.spotify.com/v1/audio-analysis/6lUY6MoqGgPnA27PHYxem5,205733,4,63,La Roux,alternative_dance dance_pop electropop neo-synthpop,0,Bulletproof,2009-01-01
0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,audio_features,2zJZwWF7BTGIIvrAlgzJEx,spotify:track:2zJZwWF7BTGIIvrAlgzJEx,https://api.spotify.com/v1/tracks/2zJZwWF7BTGIIvrAlgzJEx,https://api.spotify.com/v1/audio-analysis/2zJZwWF7BTGIIvrAlgzJEx,221253,4,78,Jason Derulo,dance_pop edm pop pop_rap post-teen_pop,58,Whatcha Say,2010-03-01
0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4,89,Justin Bieber,canadian_pop pop,81,Baby,2010-01-01
0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,audio_features,2rDwdvBma1O1eLzo29p2cr,spotify:track:2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,227320,4,60,Adam Lambert,dance_pop idol pop post-teen_pop,62,Whataya Want from Me,2009-11-23
0.624,0.757,7,-2.94,1,0.0296,0.00265,0.00000187,0.189,0.658,121.07,audio_features,0dBW6ZsW8skfvoRfgeerBF,spotify:track:0dBW6ZsW8skfvoRfgeerBF,https://api.spotify.com/v1/tracks/0dBW6ZsW8skfvoRfgeerBF,https://api.spotify.com/v1/audio-analysis/0dBW6ZsW8skfvoRfgeerBF,230707,4,100,Taylor Swift,pop,66,Mine,2010-10-25
0.788,0.71,11,-4.24,0,0.0426,0.113,0.0000122,0.0638,0.632,125.919,audio_features,1VDXQhu7YGdbM6UeEIfsaX,spotify:track:1VDXQhu7YGdbM6UeEIfsaX,https://api.spotify.com/v1/tracks/1VDXQhu7YGdbM6UeEIfsaX,https://api.spotify.com/v1/audio-analysis/1VDXQhu7YGdbM6UeEIfsaX,235493,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,54,Only Girl (In The World),2010-11-16
0.578,0.9,0,-2.501,1,0.0443,0.0267,0,0.287,0.934,92.011,audio_features,51YhN4y2tOvfI0Sv1hoBRo,spotify:track:51YhN4y2tOvfI0Sv1hoBRo,https://api.spotify.com/v1/tracks/51YhN4y2tOvfI0Sv1hoBRo,https://api.spotify.com/v1/audio-analysis/51YhN4y2tOvfI0Sv1hoBRo,212747,4,43,Kris Allen,acoustic_pop idol neo_mellow post-teen_pop,40,Live Like We're Dying,2009-09-25
0.31,0.746,1,-3.599,1,0.111,0.0121,0,0.649,0.163,182.032,audio_features,3YJkAQNEhmCZGLdmPsu6Ye,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,https://api.spotify.com/v1/tracks/3YJkAQNEhmCZGLdmPsu6Ye,https://api.spotify.com/v1/audio-analysis/3YJkAQNEhmCZGLdmPsu6Ye,250600,4,89,Rihanna,barbadian_pop dance_pop pop urban_contemporary,55,Hard,2009-11-20
0.637,0.69,9,-3.214,0,0.0693,0.417,0,0.211,0.103,140.329,audio_features,35srNkJVToAzYiZzron1FY,spotify:track:35srNkJVToAzYiZzron1FY,https://api.spotify.com/v1/tracks/35srNkJVToAzYiZzron1FY,https://api.spotify.com/v1/audio-analysis/35srNkJVToAzYiZzron1FY,253907,4,82,JAY-Z,east_coast_hip_hop hip_hop rap,66,Young Forever,2009-09-08
0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,audio_features,7lWUJpax919G4JdaFEVmCy,spotify:track:7lWUJpax919G4JdaFEVmCy,https://api.spotify.com/v1/tracks/7lWUJpax919G4JdaFEVmCy,https://api.spotify.com/v1/audio-analysis/7lWUJpax919G4JdaFEVmCy,172053,4,75,Kesha,dance_pop pop post-teen_pop,60,Blah Blah Blah (feat. 3OH!3),2010-01-01
0.845,0.601,1,-5.283,1,0.161,0.0205,0,0.385,0.329,74.008,audio_features,2IpGdrWvIZipmaxo1YRxw5,spotify:track:2IpGdrWvIZipmaxo1YRxw5,https://api.spotify.com/v1/tracks/2IpGdrWvIZipmaxo1YRxw5,https://api.spotify.com/v1/audio-analysis/2IpGdrWvIZipmaxo1YRxw5,242013,4,69,Trey Songz,dance_pop pop r&b southern_hip_hop urban_contemporary,0,Bottoms Up (feat. Nicki Minaj),2010-09-13
0.855,0.668,11,-4.892,1,0.0644,0.0242,0,0.102,0.803,125.846,audio_features,7yws3pF3FFguwT2Psi6c15,spotify:track:7yws3pF3FFguwT2Psi6c15,https://api.spotify.com/v1/tracks/7yws3pF3FFguwT2Psi6c15,https://api.spotify.com/v1/audio-analysis/7yws3pF3FFguwT2Psi6c15,210307,4,64,Jay Sean,dance_pop pop_rap post-teen_pop urban_contemporary,0,Do You Remember,2009-01-01
0.529,0.948,0,-3.527,1,0.0474,0.258,0.00000935,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4,84,OneRepublic,piano_rock pop,66,All The Right Moves,2009-01-01
0.619,0.917,5,-2.582,1,0.0507,0.0233,0.0000121,0.0986,0.552,131.002,audio_features,72phhQtfwZcRweweRxxkmU,spotify:track:72phhQtfwZcRweweRxxkmU,https://api.spotify.com/v1/tracks/72phhQtfwZcRweweRxxkmU,https://api.spotify.com/v1/audio-analysis/72phhQtfwZcRweweRxxkmU,200347,4,44,Orianthi,candy_pop,48,According To You,2010-01-01
0.624,0.723,1,-6.782,1,0.378,0.172,0,0.483,0.757,84.789,audio_features,3bMNprrp2JDKZsGbiXpsJl,spotify:track:3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/tracks/3bMNprrp2JDKZsGbiXpsJl,https://api.spotify.com/v1/audio-analysis/3bMNprrp2JDKZsGbiXpsJl,216933,4,75,Ludacris,atl_hip_hop dance_pop dirty_south_rap hip_hop old_school_atlanta_hip_hop pop_rap rap southern_hip_hop,67,My Chick Bad,2010-01-01
0.687,0.783,6,-4.44,1,0.0386,0.162,0.0000135,0.114,0.443,129.964,audio_features,3GCL1PydwsLodcpv0Ll1ch,spotify:track:3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/tracks/3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/audio-analysis/3GCL1PydwsLodcpv0Ll1ch,231133,4,100,Taylor Swift,pop,70,You Belong With Me,2008-11-11
0.798,0.629,11,-6.857,0,0.0735,0.00474,0.0000217,0.324,0.4,130,audio_features,0xfpx7AiwgSKEtjotea2L6,spotify:track:0xfpx7AiwgSKEtjotea2L6,https://api.spotify.com/v1/tracks/0xfpx7AiwgSKEtjotea2L6,https://api.spotify.com/v1/audio-analysis/0xfpx7AiwgSKEtjotea2L6,284373,4,80,Black Eyed Peas,dance_pop pop pop_rap,0,Meet Me Halfway,2009-01-01
0.729,0.675,5,-5.292,0,0.0286,0.0000414,0.00126,0.0867,0.74,125.036,audio_features,0WCiI0ddWiu5F2kSHgfw5S,spotify:track:0WCiI0ddWiu5F2kSHgfw5S,https://api.spotify.com/v1/tracks/0WCiI0ddWiu5F2kSHgfw5S,https://api.spotify.com/v1/audio-analysis/0WCiI0ddWiu5F2kSHgfw5S,215200,4,75,Kesha,dance_pop pop post-teen_pop,68,Take It Off,2010-01-01
0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,audio_features,6BdgtqiV3oXNqBikezwdvC,spotify:track:6BdgtqiV3oXNqBikezwdvC,https://api.spotify.com/v1/tracks/6BdgtqiV3oXNqBikezwdvC,https://api.spotify.com/v1/audio-analysis/6BdgtqiV3oXNqBikezwdvC,233560,5,97,Drake,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,68,Over,2010-01-01
